Series,Episode,Episode Title,Scene,Speaker,Dialogue
Series 06,Episode 01,The Date Night Variable,The International Space Station,Bernadette,Was she upset?
Series 06,Episode 01,The Date Night Variable,The International Space Station,Howard,Who can tell? She yells everything. She might have been upset. She might have been hungry.
Series 06,Episode 01,The Date Night Variable,The International Space Station,Bernadette,Thanks for fixing it. I love you.
Series 06,Episode 01,The Date Night Variable,The International Space Station,Howard,"I love you, too. Sweet dreams. I’ll talk to you tomorrow?"
Series 06,Episode 01,The Date Night Variable,The International Space Station,Bernadette,"Good night, Rocket Man."
Series 06,Episode 01,The Date Night Variable,The International Space Station,Howard,"To infinity and beyond, baby."
Series 06,Episode 01,The Date Night Variable,The International Space Station,Dimitri,Loops. You realize you just lied your ass off to your wife and your mother.
Series 06,Episode 01,The Date Night Variable,The International Space Station,Howard,I know.
Series 06,Episode 01,The Date Night Variable,The International Space Station,Dimitri,What are you gonna do when you get back to Earth?
Series 06,Episode 01,The Date Night Variable,The International Space Station,Howard,"Oh, I’m never going back."
Series 06,Episode 08,The 43 Peculiarity,,Sheldon,"It’s a Frisbee-sized wormhole, Leonard. You can block it with a Frisbee. Calm down."
Series 06,Episode 08,The 43 Peculiarity,,,(Hands Howard the napkin)
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Leonard,"Sheldon, it’s not a great time, what do you want?"
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Sheldon(in the apartment),"Hello to you, too. I’m sorry, but this is important."
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Leonard,What is it?
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Sheldon,"Back to the Future II was in the Back to the Future III case, and Back to the Future III was, get this, in the Back to the Future II case."
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Leonard,So?
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Sheldon,"So, did you do that, or am I in the house with an intruder?"
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Leonard,"Sheldon, I got to go inside. It’s getting rough out here."
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Sheldon,"You’re dodging the question, I knew it was you. What was that?"
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Leonard,What was what?
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Sheldon,"This isn’t a very good connection, but it sounded like someone just released a kraken."
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Leonard,"Okay, I’m hanging up now. You know there’s no such thing as a k…(Leonard is attacked and dragged into the sea by a huge tentacle. Sheldon wakes up in bed.)"
Series 07,Episode 01,The Hofstadter Insufficiency,"On the deck of a ship on the North Sea, in the middle of a storm. Leonard is on a sat-phone.",Sheldon,No!
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Sheldon,"(Knock, knock, knock)Penny.(Knock, knock, knock)Penny.(Knock, knock, knock)Penny."
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Penny,What’s the matter?
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Sheldon,"Um, well, I was worried that you might be missing Leonard. And that might be causing you to have bad dreams, like the kind you’d get if you watched Clash of the Titans right before you went to bed."
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Penny,"Sweetie, did you have a bad dream?"
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Sheldon,"To be honest, I did."
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Penny,Aw.
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Sheldon,Back to the Future II was in the Back to the Future III case. Leonard did it.
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Penny,Good night.
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Sheldon,"No, wait. Perhaps I should sleep here so you don’t miss Leonard as much, uh, ’cause you’re being kind of a baby about it."
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Penny,You know what? That would make me feel better. Thank you.
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,Sheldon,You’re welcome. Good night.
Series 07,Episode 01,The Hofstadter Insufficiency,Penny’s apartment door.,,Credits sequence.
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Raj,"I think you’d be pleased to hear that this morning in the parking garage I saw this oil stain on the ground that was shaped just like my ex-girlfriend, Lucy, and I didn’t get upset at all."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Howard,I’m proud of you.
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Raj,"Well, you should be, ’cause she was looking good."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Sheldon,"Dear Lord, you’re an astronomer. Although you may have earthly woes, get your mind back on the stars. Gee, even the lowly dung beetle chooses to plot its course by using the Milky Way."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Raj,Is that true?
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Sheldon,"Everything I say is true. Now, of course, the dung beetle also enjoys eating faeces, living in faeces and making little balls out of faeces, so, you know, pick and choose which aspects of its lifestyle you want to embrace."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Howard,"Come on, you can talk to girls now. It shouldn’t be hard for you to meet someone new."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Raj,"How can I meet someone new when everywhere I look, I see Lucy’s face? Tell me you don’t see her smile in the crust of this chicken pot pie."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Howard,"Oh, will you stop it. Now, listen to me, there’s a welcome party for incoming post-docs tonight. Go to it and meet someone who isn’t made of grease or pie."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Raj,You think you’re so cool because your wife is a person?
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Howard,"Look, Bernie’s at a neuroscience conference with Amy, I’ll go with you."
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Raj,You would do that for me?
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Howard,Of course. You’re my friend. I want you to be happy.
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Raj,"Thanks. Oh, Sheldon, since Amy’s out of town, would you like to join us?"
Series 07,Episode 01,The Hofstadter Insufficiency,The cafeteria.,Sheldon,"I want you to be happy, too, but not enough to do anything about it."
Series 07,Episode 01,The Hofstadter Insufficiency,A hotel room.,Bernadette(on phone),"Howie, stop. I can’t talk like that. Amy’s right here."
Series 07,Episode 01,The Hofstadter Insufficiency,A hotel room.,Amy(on phone),"Sheldon, stop. For the last time, I will not bring home bed bugs."
Series 07,Episode 01,The Hofstadter Insufficiency,A hotel room.,Bernadette,"The hotel’s nice. There’s a pool, a gym, the bar looks like fun."
Series 07,Episode 01,The Hofstadter Insufficiency,A hotel room.,Amy,"Because I looked in the bed, and there are no bugs."
Series 07,Episode 01,The Hofstadter Insufficiency,A hotel room.,Bernadette,"Aw, I love you, too. If I don’t talk to you before you go to sleep, I’ll meet you in dreamland."
Series 07,Episode 01,The Hofstadter Insufficiency,A hotel room.,Amy,"Good night. No, I will not consider sleeping in my garment bag."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Penny, did you ever wonder how Starfleet captains…"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,No.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Well, now that I’ve piqued your interest, welcome to the exciting world of 3D chess."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Why don’t you just admit you only want to play this game because you always play it with Leonard and you miss him?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,You overestimate his significance in my life.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Mmm.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Do I miss how he makes a face on my toaster waffle with syrup? No. Do I miss the way he fixes the zipper on my jacket when it gets stuck? I don’t think so. Do I miss how we say good night to each other through the walls of our bedroom using Morse code?(Taps out No in morse code on the table)
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Okay, I get it, I get it. You are an emotionless robot."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Well, I try."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"All right, let’s just get this stupid game over with."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Great. I’ll go first.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Okay.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"By the way, how are you with zippers?"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Why?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Well, I really need to go to the bathroom, and this one’s gone all cattywampus."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,"Wow, your work on jellyfish neural nets sounds so interesting."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Girl,It is. You can download my paper off the university server.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,I will. You can download my paper on the Van Allen Belts from the university server as well.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Girl,I will.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,All right.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Howard,How’d it go?
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,"Well, if you like dry, factual statements interspersed with painful moments of silence, it was bananas."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Howard,Check it out. Mrs. Davis from Human Resources is here. She’s probably on the lookout for sexual harassment.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,"Oh, great. There go my chances of being sexually harassed."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Howard,"I heard her husband left her for a hot, young undergrad."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,"That’s so much better than the old, ugly ones."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Mrs Davis,"Mr. Wolowitz, Dr. Koothrappali."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Howard,"Mrs. Davis, nice to see you."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,"You know, I recently read a fascinating article on infidelity among penguins."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Mrs Davis,Okay.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Raj,"So if the fact that your husband left you makes you feel unattractive, just remember, penguins get cheated on, and they’re adorable."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer party.,Howard,It was better when you couldn’t talk to women.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,I was thinking of going to the lecture on posterior cingulate cortex lesions in the formation of autobiographical memory.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,"Oh, brain lesions are fascinating. Unless they’re yours, then they’re a drag."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,To the advancement of science.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,And to the sick and dying who make it possible.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,"This is fun, we never really get to talk shop with Penny around. We usually just end up talking about boys."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,"Which is fine, but it’s nice to mix it up with a little intellectual conversation."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Waiter,From the two gentlemen at the bar.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,"Oh, my gosh, boys bought us drinks, boys bought us drinks. Thank you, thank you, thank you so much."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,Be cool.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,"You be cool. Guys are hitting on us, and not just to get to Penny."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,You’re right. Thank you.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Ooh. Bad move.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Really? Why?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,My queen can now take your rook from below.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"So that means I lose, right? It’s over?"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"If I make this move, but I won’t because we’re having too much fun."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Okay, let’s take a break."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,We’re all out of alcohol.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"I wasn’t going to get alcohol. Gosh, I wonder what Leonard’s doing right now. I miss him so much."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Well, if you’d like, we could call him. I mean that you could call him. As I’ve explained, the absence of my friends does not cause me pain. As rock and roll bad boy Paul Simon once said, I am a rock, I am an i-i-i-island."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,I’m calling him.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Oh, goodie, put him on speaker phone."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,"Leonard(on board boat, at a party, dancing)","Excuse me, ladies, my pants are buzzing. North Sea, how can I kelp you?"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Leonard?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Leonard,"Penny? Hey, it’s Penny. Everybody say hi to Penny."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Everybody,"Hi, Penny!"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Wow, it sounds like you’re having a good time."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Leonard,Best time of my life.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Isn’t it five thirty in the morning there?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Leonard,"Is it? Hey, everybody, it’s five thirty in the morning!"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Uh, okay, well, we were just calling you because we were missing you."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Random voice,Iceberg!
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Leonard,"Uh-oh, hang on."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Are you in danger?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Leonard,"No, it’s a drinking game. Whenever we see an iceberg, we take a shot!"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Everybody,Berg! Berg! Berg! Berg! Berg! Berg!
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Leonard, Leonard? I cannot believe we were missing that jerk."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,You were.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,So what happened? How’d it go?
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,It’s fine. I thanked them again and let them know we’re not available.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,So I can drink this without having to give up the goodies?
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,"Yes, it’s all cool. Although, if you wanted to talk to one of them, no one would blame you."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,And why would no one blame me?
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,I don’t know what I’m saying.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,"Well, it sounds like you’re saying that I could do better than Sheldon."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,"Boy, these drinks are strong. Hoo, mama, I’m gonna be huggin’ the toilet tonight."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,"No, tell me, I want to know what you meant by that."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,"I just meant that you’re not married and your boyfriend’s kind of, Sheldon."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,And your husband is extremely Howard. What’s your point?
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,Sorry. I have no point. That was a stupid thing to say. Can we please just go back to having a nice time?
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,"We could, but unfortunately my brain is lesion-free and I remember that rotten thing you just said about my sweet baboo."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,Come on. I apologize. Can we please just let it go?
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,Sure.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Bernadette,Thanks.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel bar.,Amy,Your husband’s weird and his clothes are ridiculous.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,I can’t believe it. All this time I’ve been doing nothing but sit around and miss that guy. And you know what the worst part is?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,That you’re having to process your emotional pain without vodka?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,No. Yeah. But you know what the second-worst part is? He does not miss me at all.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Allow me to comfort you. At least you’ve got your health.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Really? That, that’s it? That’s comforting?"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Um, uh, in a hundred years, you’ll both be dead and it won’t matter?"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"No. Come on, you’re supposed to say, of course he misses you, the only reason he’s partying is to cover up his pain."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Oh, no, I don’t think that’s true at all."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,This is ridiculous. Why am I upset just because he’s off having a good time?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Well, perhaps you’re obsessively picturing him engaged in drunken coitus with another woman. Is that it? Did I get it right?"
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Okay, that, that’s great. You can stop trying to make me feel better now."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Actually, I can’t. Before Leonard left, he made me promise that I’d take care of you."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,He did?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Yes.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Oh, that’s really sweet."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Plus, if I do a good job, he said he’d bring me back a sailor’s cap."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Well, now I miss him even more."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Well, if it’s any consolation, I’m sure Leonard’s tormented every moment he’s away from your warm embrace and cherry lips."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Thanks.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Oh, seriously?"
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"Uh, excuse me, Mrs. Davis?"
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Mrs Davis,What?
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"I’d like to apologize for being insensitive. And for possibly making penguins seem like jerks, because 99% of them are stand-up guys."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Mrs Davis,Forget about it.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"You know, you, you and I, you and I have a lot in common."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Mrs Davis,Is that right?
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"Oh, yes, I, I too am in the throes of heartbreak. Okay, fine, I’ll tell you about it."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Here is a hot beverage to comfort you. It’s in a to-go cup. Make of that what you will.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Come on. It’s still early. Let’s do something.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Well, I have been toying around with an idea for 4D chess."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,How about we just talk?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,All right. In 4D chess…
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"No. Come on, let’s talk about our lives. Tell me something about you I don’t know."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,I own nine pairs of pants.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Okay, that, that’s a good start, but I was thinking maybe something a little more personal."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,I see. I own nine pairs of underpants.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,How about I go first?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"But I don’t want to know how many underpants you own. Although, based on the floor of your bedroom, I’d say it’s a thousand."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Okay, look, here’s something people do not know about me. When I first moved out to L.A., I did a topless scene in a low-budget horror movie about a killer gorilla. Ugh! After I did it, I felt so ashamed. Thankfully, that thing never came out."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,I’ve seen that. Yeah. Serial Apeist. Howard found it online the day we met you.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Oh, God."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"And it was literally the moment you walked out the door. But I see the type of personal revelations you’re going for. Okay, here’s one I thought I’d take to the grave."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Okay.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Hmm. A while back, YouTube changed its user interface from a star-based rating system to a thumbs-up rating system. I tell people I’m okay with it, but I’m really not."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,That’s your big revelation?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"Yes. Whew, I feel ten pounds lighter."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Okay, you know what? I give up. I’m going to bed."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Here’s something else you don’t know about me. You just hurt my feelings.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,What did I do?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,"I opened up and shared something deeply upsetting to me, and you treated it as if it were nothing."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"I, I didn’t think it was a big deal."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,It is to me; that’s the point.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,"Sheldon, you are right. I’m really sorry. I should’ve known better."
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Your apology is accepted.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Thank you. How about a hug?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,How about a hearty handshake?
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Penny,Come on.
Series 07,Episode 01,The Hofstadter Insufficiency,The apartment.,Sheldon,Now I know how you felt getting mauled by that sex-crazed gorilla.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Bernadette,Good night.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Amy,Mm-hmm. It was rather flattering to have strangers send us drinks.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Bernadette,"Yeah, that felt nice."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Amy,Maybe tomorrow morning we put on some hot pants and see if we can score us some free omelettes.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Bernadette,"So, hypothetically, if, if we were to have gone with them, which one would you have picked?"
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Amy,I think I would have gone with the short one with the goofy haircut.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Bernadette,"Oh, good, ’cause I liked the tall thin one. He seemed intelligent, kind of a loner, maybe a little sexually inexperienced, like I’d have to teach him a thing or two."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Amy,"Not my guy. I caught him staring at my rack. It’d be nice to be with a man who wants to know what’s underneath my cardigan. FYI, it’s another cardigan."
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Bernadette,Your short sexed-up guy kind of sounds like Howard.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Amy,Your brainy virgin kind of sounds like Sheldon.
Series 07,Episode 01,The Hofstadter Insufficiency,The hotel room.,Both,Good night.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Mrs Davis,"All right, Dr. Koothrappali, it’s been nice talking to you, but I need to go home and relieve my babysitter."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"Yeah, I can relate to being a single parent. I have a dog."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Mrs Davis,"Yeah, it’s exactly the same thing. Good night."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"Mrs. Davis, I, uh, I must confess, I came here tonight in a futile attempt to pick up some lonely postdoc, but instead I got to connect with you at a human level. That’s a much better evening. You’re a lovely person."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Mrs Davis,Are you hitting on me?
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"No, no, no, that would be crazy. I mean, if I were hitting on you, you’d know it ’cause you’d feel uncomfortable and a little sad for me."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Mrs Davis,"You’re sweet. Good night, Dr. Koothrappali."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,Good night.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Howard,Looks like she accepted your apology.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,And then some. I think we had a moment.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Howard,"Oh, please, you did not have a moment."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,Who died and made you king of moments?
